NPI	NPPES_PROVIDER_LAST_ORG_NAME	NPPES_PROVIDER_FIRST_NAME	NPPES_PROVIDER_CITY	NPPES_PROVIDER_STATE	SPECIALTY_DESC	DESCRIPTION_FLAG	DRUG_NAME	GENERIC_NAME	BENE_COUNT	TOTAL_CLAIM_COUNT	TOTAL_DAY_SUPPLY	TOTAL_DRUG_COST	BENE_COUNT_GE65	BENE_COUNT_GE65_REDACT_FLAG	TOTAL_CLAIM_COUNT_GE65	GE65_REDACT_FLAG	TOTAL_DAY_SUPPLY_GE65	TOTAL_DRUG_COST_GE65
1194829556	AARONS	JONATHAN	CORAL SPRINGS	FL	Anesthesiology	S	TRAMADOL HCL	TRAMADOL HCL	14	20	237	107.97		#		#		
1194829556	AARONS	JONATHAN	CORAL SPRINGS	FL	Anesthesiology	S	VOLTAREN	DICLOFENAC SODIUM		11	260	425.16		*		*		
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	AMLODIPINE BESYLATE	AMLODIPINE BESYLATE	11	34	1020	184.09		#		#		
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	ATORVASTATIN CALCIUM	ATORVASTATIN CALCIUM		13	390	212.72		*		*		
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	CARVEDILOL	CARVEDILOL		21	630	145.22		#		#		
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	CLOPIDOGREL	CLOPIDOGREL BISULFATE		37	1102	1758.39		*	24		712	728.68
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	DILTIAZEM 24HR CD	DILTIAZEM HCL		12	360	289.38		*		*		
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	ENALAPRIL MALEATE	ENALAPRIL MALEATE		15	450	69.82		*		*		
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	FLUOXETINE HCL	FLUOXETINE HCL		12	300	130.8		*	12		300	130.8
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	FUROSEMIDE	FUROSEMIDE	21	59	1759	225.08		#	48		1429	180.74
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	JANUVIA	SITAGLIPTIN PHOSPHATE		21	630	5428.18		*		*		
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	KLOR-CON M20	POTASSIUM CHLORIDE		18	540	494.59		#		#		
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	LISINOPRIL	LISINOPRIL		17	510	85.5		*		*		
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	LOSARTAN POTASSIUM	LOSARTAN POTASSIUM	12	36	1110	332.94		*	18		570	127.79
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	METFORMIN HCL	METFORMIN HCL		21	630	166.08		#		#		
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	METOPROLOL SUCCINATE	METOPROLOL SUCCINATE		24	1170	784.56		#		#		
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	METOPROLOL TARTRATE	METOPROLOL TARTRATE		26	780	114.65		*		*		
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	OMEPRAZOLE	OMEPRAZOLE		18	524	209.17		#		#		
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	PANTOPRAZOLE SODIUM	PANTOPRAZOLE SODIUM		18	540	163.52		#		#		
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE	18	40	1132	898.22		#	22		622	487.09
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	PREDNISONE	PREDNISONE	18	18	211	102.58		#		#		
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	RISPERIDONE	RISPERIDONE		12	360	242.64	0		0		0	0
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	SIMVASTATIN	SIMVASTATIN		27	810	206.63		*	27		810	206.63
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	TORSEMIDE	TORSEMIDE		15	450	202.94		*	15		450	202.94
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	TRAZODONE HCL	TRAZODONE HCL		15	450	114.88		#		#		
1730371774	AARONS	MARK	ROCKINGHAM	NC	Nephrology	S	WARFARIN SODIUM	WARFARIN SODIUM		16	452	194.63		*		*		
1891789186	AARONS	MAUREEN	RALEIGH	NC	Dermatology	S	AMMONIUM LACTATE	AMMONIUM LACTATE	14	16	510	494.98	14		16		510	494.98
1891789186	AARONS	MAUREEN	RALEIGH	NC	Dermatology	S	CARAC	FLUOROURACIL	11	11	232	5055.59	11		11		232	5055.59
1891789186	AARONS	MAUREEN	RALEIGH	NC	Dermatology	S	CLINDAMYCIN PHOSPHATE	CLINDAMYCIN PHOSPHATE		12	345	1016.16	0		0		0	0
1891789186	AARONS	MAUREEN	RALEIGH	NC	Dermatology	S	CLOBETASOL PROPIONATE	CLOBETASOL PROPIONATE	16	18	456	855.14	16		18		456	855.14
1891789186	AARONS	MAUREEN	RALEIGH	NC	Dermatology	S	DESONIDE	DESONIDE	34	38	733	3135.72		#		#		
1891789186	AARONS	MAUREEN	RALEIGH	NC	Dermatology	S	DOXYCYCLINE HYCLATE	DOXYCYCLINE HYCLATE	12	25	750	3627.3		*	13		390	2250.32
1891789186	AARONS	MAUREEN	RALEIGH	NC	Dermatology	S	ERYTHROMYCIN	ERYTHROMYCIN BASE		13	390	3420.79	0		0		0	0
1891789186	AARONS	MAUREEN	RALEIGH	NC	Dermatology	S	FLUOCINONIDE	FLUOCINONIDE	14	14	274	576.24		#		#		
1891789186	AARONS	MAUREEN	RALEIGH	NC	Dermatology	S	KETOCONAZOLE	KETOCONAZOLE		11	231	171.06		*	11		231	171.06
1891789186	AARONS	MAUREEN	RALEIGH	NC	Dermatology	S	TRIAMCINOLONE ACETONIDE	TRIAMCINOLONE ACETONIDE	23	36	868	591.56		#	25		658	348.96
1841386919	AARONS	SCOTT	BAYTOWN	TX	Urology	S	ALFUZOSIN HCL	ALFUZOSIN HCL		14	1200	763.63		#		#		
1841386919	AARONS	SCOTT	BAYTOWN	TX	Urology	S	ALLOPURINOL	ALLOPURINOL		18	960	133.4		#		#		
1841386919	AARONS	SCOTT	BAYTOWN	TX	Urology	S	AMLODIPINE BESYLATE	AMLODIPINE BESYLATE		12	360	85.56		*	12		360	85.56
1841386919	AARONS	SCOTT	BAYTOWN	TX	Urology	S	ATENOLOL	ATENOLOL		12	360	31.92		*	12		360	31.92
1841386919	AARONS	SCOTT	BAYTOWN	TX	Urology	S	CEFDINIR	CEFDINIR	11	13	127	482.65	11		13		127	482.65
1841386919	AARONS	SCOTT	BAYTOWN	TX	Urology	S	ELMIRON	PENTOSAN POLYSULFATE SODIUM		13	390	6515.95		*	13		390	6515.95
1841386919	AARONS	SCOTT	BAYTOWN	TX	Urology	S	FINASTERIDE	FINASTERIDE		14	900	348.49		*		*		
1841386919	AARONS	SCOTT	BAYTOWN	TX	Urology	S	HYDROCODONE-ACETAMINOPHEN	HYDROCODONE/ACETAMINOPHEN	15	20	148	161.78		#		#		
1841386919	AARONS	SCOTT	BAYTOWN	TX	Urology	S	MYRBETRIQ	MIRABEGRON		12	480	3464.62		#		#		
1841386919	AARONS	SCOTT	BAYTOWN	TX	Urology	S	NITROFURANTOIN MONO-MACRO	NITROFURANTOIN MONOHYD/M-CRYST	16	32	700	3204.25		#		#		
1841386919	AARONS	SCOTT	BAYTOWN	TX	Urology	S	OXYBUTYNIN CHLORIDE ER	OXYBUTYNIN CHLORIDE		21	630	1385.05		*	21		630	1385.05
1841386919	AARONS	SCOTT	BAYTOWN	TX	Urology	S	POTASSIUM CITRATE	POTASSIUM CITRATE		19	990	1532.73		*	19		990	1532.73
1841386919	AARONS	SCOTT	BAYTOWN	TX	Urology	S	TAMSULOSIN HCL	TAMSULOSIN HCL	13	51	3030	1377.73		#		#		
1841386919	AARONS	SCOTT	BAYTOWN	TX	Urology	S	TERAZOSIN HCL	TERAZOSIN HCL		14	540	122.52		*	14		540	122.52
1841386919	AARONS	SCOTT	BAYTOWN	TX	Urology	S	VESICARE	SOLIFENACIN SUCCINATE	14	59	1722	11651.64		#		#		
1588988182	AARONSON	BARBARA	LOS ANGELES	CA	Nurse Practitioner	S	ATOVAQUONE-PROGUANIL HCL	ATOVAQUONE/PROGUANIL HCL	19	19	386	2189.85	19		19		386	2189.85
1417991456	AARONSON	BETH	DANBURY	CT	Physical Medicine and Rehabilitation	S	BACLOFEN	BACLOFEN		16	467	265.12		#		#		
1417991456	AARONSON	BETH	DANBURY	CT	Physical Medicine and Rehabilitation	S	CYMBALTA	DULOXETINE HCL		11	330	2489.38		*	11		330	2489.38
1417991456	AARONSON	BETH	DANBURY	CT	Physical Medicine and Rehabilitation	S	GABAPENTIN	GABAPENTIN		38	1101	766.56		#		#		
1417991456	AARONSON	BETH	DANBURY	CT	Physical Medicine and Rehabilitation	S	LIDODERM	LIDOCAINE	11	23	520	7944.86		#		#		
1417991456	AARONSON	BETH	DANBURY	CT	Physical Medicine and Rehabilitation	S	METAXALONE	METAXALONE		26	290	3289.18		*		*		
1417991456	AARONSON	BETH	DANBURY	CT	Physical Medicine and Rehabilitation	S	OXYCODONE HCL	OXYCODONE HCL		11	149	217.56		*		*		
1417991456	AARONSON	BETH	DANBURY	CT	Physical Medicine and Rehabilitation	S	OXYCONTIN	OXYCODONE HCL		12	322	7720.76		*	12		322	7720.76
1417991456	AARONSON	BETH	DANBURY	CT	Physical Medicine and Rehabilitation	S	TRAMADOL HCL	TRAMADOL HCL		17	152	109.32		*		*		
1417991456	AARONSON	BETH	DANBURY	CT	Physical Medicine and Rehabilitation	S	VOLTAREN	DICLOFENAC SODIUM		27	390	1228.65		*		*		
1407896517	AARONSON	CRAIG	FRESNO	CA	Podiatry	S	CEPHALEXIN	CEPHALEXIN	37	54	484	378.3		#		#		
1407896517	AARONSON	CRAIG	FRESNO	CA	Podiatry	S	IBUPROFEN	IBUPROFEN		17	457	108.65		*		*		
1407896517	AARONSON	CRAIG	FRESNO	CA	Podiatry	S	INDOMETHACIN	INDOMETHACIN	13	30	1187	2374.09		#		#		
1407896517	AARONSON	CRAIG	FRESNO	CA	Podiatry	S	MELOXICAM	MELOXICAM		16	810	183.55		#		#		
1215053129	AARONSON	DAVID	OAKLAND	CA	Urology	S	CIPROFLOXACIN HCL	CIPROFLOXACIN HCL	43	48	249	353.5		#		#		
1215053129	AARONSON	DAVID	OAKLAND	CA	Urology	S	FINASTERIDE	FINASTERIDE	19	41	4100	4491.55	19		41		4100	4491.55
1215053129	AARONSON	DAVID	OAKLAND	CA	Urology	S	HYDROCODONE-ACETAMINOPHEN	HYDROCODONE/ACETAMINOPHEN	21	24	168	288.2		#		#		
1215053129	AARONSON	DAVID	OAKLAND	CA	Urology	S	OXYBUTYNIN CHLORIDE ER	OXYBUTYNIN CHLORIDE		22	2200	3223.25		*	22		2200	3223.25
1215053129	AARONSON	DAVID	OAKLAND	CA	Urology	S	PAPAVERINE HCL	PAPAVERINE HCL	12	26	765	583.4		#		#		
1215053129	AARONSON	DAVID	OAKLAND	CA	Urology	S	TAMSULOSIN HCL	TAMSULOSIN HCL	72	177	17120	6691.85		#		#		
1215053129	AARONSON	DAVID	OAKLAND	CA	Urology	S	TERAZOSIN HCL	TERAZOSIN HCL		13	1300	151.45		*	13		1300	151.45
1215053129	AARONSON	DAVID	OAKLAND	CA	Urology	S	TROSPIUM CHLORIDE	TROSPIUM CHLORIDE	12	13	1082	2769.1	12		13		1082	2769.1
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	ADVAIR DISKUS	FLUTICASONE/SALMETEROL	59	277	10110	89786.53	47		236		8490	75437.99
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	ADVAIR HFA	FLUTICASONE/SALMETEROL		16	480	4269.21		#		#		
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	ALBUTEROL SULFATE	ALBUTEROL SULFATE		15	450	842.7		*	15		450	842.7
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	ALPRAZOLAM	ALPRAZOLAM		13	422	272.64		*		*		
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	ASMANEX	MOMETASONE FUROATE		15	781	4207.26		*	15		781	4207.26
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	AZITHROMYCIN	AZITHROMYCIN	63	132	660	1150.67		#	111		555	1016.44
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	CEPHALEXIN	CEPHALEXIN		15	210	202.95		*	15		210	202.95
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	COMBIVENT	IPRATROPIUM/ALBUTEROL SULFATE		17	451	5377.45		*	17		451	5377.45
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	COMBIVENT RESPIMAT	IPRATROPIUM/ALBUTEROL SULFATE		25	730	6369.66		*	25		730	6369.66
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	DALIRESP	ROFLUMILAST		17	510	3408.83		*	17		510	3408.83
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	DULERA	MOMETASONE/FORMOTEROL		11	450	3381.02		*		*		
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	FAMOTIDINE	FAMOTIDINE		12	360	66.36	0		0		0	0
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	FLOVENT HFA	FLUTICASONE PROPIONATE		43	1267	7397.04		#		#		
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	FLUTICASONE PROPIONATE	FLUTICASONE PROPIONATE	28	68	2475	1637.25		#	54		1875	1305.84
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	LEVOFLOXACIN	LEVOFLOXACIN	12	21	192	435.71		#		#		
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	METHYLPREDNISOLONE	METHYLPREDNISOLONE		11	66	253.04		*		*		
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	MONTELUKAST SODIUM	MONTELUKAST SODIUM	26	148	5035	5817.79		#	93		3260	3870.98
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	NASONEX	MOMETASONE FUROATE	35	88	2808	13408.84		#	71		2253	10773.46
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	PREDNISONE	PREDNISONE	23	79	1868	243.93		#		#		
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	PROAIR HFA	ALBUTEROL SULFATE	100	321	8968	15757.79	82		237		6838	11623.25
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	PROVENTIL HFA	ALBUTEROL SULFATE		21	826	1424.85		#		#		
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	REVATIO	SILDENAFIL CITRATE		13	390	25683.77	0		0		0	0
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	SEREVENT DISKUS	SALMETEROL XINAFOATE		13	390	2570.53		*	13		390	2570.53
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	SINGULAIR	MONTELUKAST SODIUM		11	690	3660.4		*		*		
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	SPIRIVA	TIOTROPIUM BROMIDE	115	633	22890	206758.63	104		582		21120	190890.98
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	SYMBICORT	BUDESONIDE/FORMOTEROL FUMARATE	90	327	12075	95288.63	72		260		9703	76729.45
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	THEO-24	THEOPHYLLINE ANHYDROUS		15	630	1260.51		*	15		630	1260.51
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	TRIAZOLAM	TRIAZOLAM		12	360	269.37		*	12		360	269.37
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	TRILIPIX	FENOFIBRIC ACID (CHOLINE)		11	330	1915.17		*	11		330	1915.17
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	VENTOLIN HFA	ALBUTEROL SULFATE	39	74	2494	3951.01	28		54		1998	2990.99
1770672040	AARONSON	GARY	PHILADELPHIA	PA	Pulmonary Disease	S	ZAFIRLUKAST	ZAFIRLUKAST		30	900	2462.25		*	30		900	2462.25
1033132196	AARONSON	HOWARD	NEW YORK	NY	Dentist	T	AMOXICILLIN	AMOXICILLIN	12	13	101	78.14		#		#		
1053607119	AARONSON	JENIFER	PHOENIX	AZ	Family Practice	S	ADVAIR HFA	FLUTICASONE/SALMETEROL		14	300	4965.61		#		#		
1053607119	AARONSON	JENIFER	PHOENIX	AZ	Family Practice	S	GABAPENTIN	GABAPENTIN		12	480	251.79		*		*		
1053607119	AARONSON	JENIFER	PHOENIX	AZ	Family Practice	S	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE		29	930	123.66		#		#		
1053607119	AARONSON	JENIFER	PHOENIX	AZ	Family Practice	S	LEVOTHYROXINE SODIUM	LEVOTHYROXINE SODIUM		29	1050	264.83		#		#		
1053607119	AARONSON	JENIFER	PHOENIX	AZ	Family Practice	S	LISINOPRIL	LISINOPRIL	14	42	1680	257.34		*	27		1170	171.34
1053607119	AARONSON	JENIFER	PHOENIX	AZ	Family Practice	S	METFORMIN HCL	METFORMIN HCL		21	810	176.14		#		#		
1053607119	AARONSON	JENIFER	PHOENIX	AZ	Family Practice	S	METOPROLOL TARTRATE	METOPROLOL TARTRATE		15	570	82.42		*		*		
1053607119	AARONSON	JENIFER	PHOENIX	AZ	Family Practice	S	OMEPRAZOLE	OMEPRAZOLE		16	600	265.55		*	16		600	265.55
1053607119	AARONSON	JENIFER	PHOENIX	AZ	Family Practice	S	PAROXETINE HCL	PAROXETINE HCL		24	740	414.4		*	24		740	414.4
1053607119	AARONSON	JENIFER	PHOENIX	AZ	Family Practice	S	RANITIDINE HCL	RANITIDINE HCL		23	795	370.17		*		*		
1053607119	AARONSON	JENIFER	PHOENIX	AZ	Family Practice	S	SIMVASTATIN	SIMVASTATIN	13	32	1350	255.39		*	14		810	146.04
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	ALENDRONATE SODIUM	ALENDRONATE SODIUM		34	1573	410.02		#		#		
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	ALLOPURINOL	ALLOPURINOL		22	1410	199.07		*		*		
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	AMLODIPINE BESYLATE	AMLODIPINE BESYLATE	21	67	4950	881.96		#	39		2970	541.12
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	ATORVASTATIN CALCIUM	ATORVASTATIN CALCIUM	34	135	9150	5230.06	23		100		6900	3861.16
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	BUMETANIDE	BUMETANIDE	13	28	2190	967.07		*		*		
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	CARVEDILOL	CARVEDILOL	34	135	8790	2346.33	13		50		3120	920.58
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	CLINDAMYCIN HCL	CLINDAMYCIN HCL		14	373	701.5		#		#		
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	CYCLOSPORINE MODIFIED	CYCLOSPORINE, MODIFIED		20	1076	4722.5		#		#		
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	DIGOX	DIGOXIN	13	40	3064	466.8		*	29		2074	237.34
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	DIGOXIN	DIGOXIN		13	1110	154.44		*		*		
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	DILTIAZEM 24HR ER	DILTIAZEM HCL		15	1350	1309.77		*		*		
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	EPLERENONE	EPLERENONE		29	2100	5862.93		*	17		1020	2351.77
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	FLUNISOLIDE	FLUNISOLIDE		11	330	668.14	0		0		0	0
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	FUROSEMIDE	FUROSEMIDE	37	106	6948	777.06	24		75		4947	556.47
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	HYDRALAZINE HCL	HYDRALAZINE HCL	23	82	5730	3875.06		*	41		2680	1737.63
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE		26	1980	257.91		*	15		1350	181.45
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	ISOSORBIDE DINITRATE	ISOSORBIDE DINITRATE	13	46	2910	6567.12		*	26		1770	4155.97
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	KLOR-CON M20	POTASSIUM CHLORIDE		18	1303	1272.89		*		*		
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	LISINOPRIL	LISINOPRIL	34	106	8130	943.06	21		64		5130	592.18
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	LOSARTAN POTASSIUM	LOSARTAN POTASSIUM	11	50	3420	1451.39		*	28		1800	940.68
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	METOPROLOL SUCCINATE	METOPROLOL SUCCINATE	12	42	2940	2513.94		#		#		
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	METOPROLOL TARTRATE	METOPROLOL TARTRATE		20	1552	153.74		#		#		
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	MYCOPHENOLATE MOFETIL	MYCOPHENOLATE MOFETIL		32	1798	3333.84		*	12		1018	1263.31
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	OMEPRAZOLE	OMEPRAZOLE		37	2250	718.42		*	25		1410	434.96
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	ONDANSETRON HCL	ONDANSETRON HCL		11	330	294.47	0		0		0	0
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE	15	33	2566	3770.64		*		*		
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	PRAVASTATIN SODIUM	PRAVASTATIN SODIUM	19	55	3870	1311.4		#	33		2070	730.69
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	PREDNISONE	PREDNISONE	20	54	4372	517.94		#	33		2662	226.05
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	RAMIPRIL	RAMIPRIL		14	1260	326.38		*		*		
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	RANITIDINE HCL	RANITIDINE HCL		24	1080	184.2		*	11		570	68
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	SILDENAFIL	SILDENAFIL CITRATE		12	300	960.44	0		0		0	0
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	SIMVASTATIN	SIMVASTATIN	16	42	3000	524.56		*	26		1560	291.23
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	SPIRONOLACTONE	SPIRONOLACTONE	20	46	3245	891.43		*	17		1350	199.58
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	TACROLIMUS	TACROLIMUS		52	2893	16843.74		*	23		1530	5206.07
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	TORSEMIDE	TORSEMIDE		26	1682	755.19		*	12		782	239.69
1144305301	AARONSON	KEITH	ANN ARBOR	MI	Cardiology	S	WARFARIN SODIUM	WARFARIN SODIUM		42	2284	738		*	26		1204	397.89
1326014028	AARONSON	MICHAEL	OMAHA	NE	Nephrology	S	ALLOPURINOL	ALLOPURINOL	75	249	17383	2047.25	61		219		15163	1813.51
1326014028	AARONSON	MICHAEL	OMAHA	NE	Nephrology	S	AMLODIPINE BESYLATE	AMLODIPINE BESYLATE	49	161	9746	1685.59	36		135		7886	1359.96
1326014028	AARONSON	MICHAEL	OMAHA	NE	Nephrology	S	BENAZEPRIL HCL	BENAZEPRIL HCL	89	242	18229	3190.6	73		207		16039	2760.23
1326014028	AARONSON	MICHAEL	OMAHA	NE	Nephrology	S	BISOPROLOL FUMARATE	BISOPROLOL FUMARATE	27	60	4500	3274.93		#	44		3660	2646.68
1326014028	AARONSON	MICHAEL	OMAHA	NE	Nephrology	S	CALCITRIOL	CALCITRIOL	43	146	7226	9889.03		#	115		6041	8225.34
1326014028	AARONSON	MICHAEL	OMAHA	NE	Nephrology	S	CARVEDILOL	CARVEDILOL	69	215	15401	3197.56	53		179		13061	2767.99
1326014028	AARONSON	MICHAEL	OMAHA	NE	Nephrology	S	FUROSEMIDE	FUROSEMIDE	46	128	8932	1100.11		#	112		7852	1006.31
1326014028	AARONSON	MICHAEL	OMAHA	NE	Nephrology	S	LISINOPRIL	LISINOPRIL		11	690	112.49		*		*		
1326014028	AARONSON	MICHAEL	OMAHA	NE	Nephrology	S	LOSARTAN POTASSIUM	LOSARTAN POTASSIUM	36	119	7575	1804.14		#	107		6675	1509.08
1326014028	AARONSON	MICHAEL	OMAHA	NE	Nephrology	S	METOLAZONE	METOLAZONE		19	884	718.19		#		#		
1326014028	AARONSON	MICHAEL	OMAHA	NE	Nephrology	S	SPIRONOLACTONE	SPIRONOLACTONE	14	31	2490	362.41		#		#		
1366547739	AARONSON	MICHAEL	DANVERS	MA	Gastroenterology	S	AMITIZA	LUBIPROSTONE		25	870	7934.01		*	11		450	2877.54
1366547739	AARONSON	MICHAEL	DANVERS	MA	Gastroenterology	S	ASACOL HD	MESALAMINE		12	900	12067.92		*	12		900	12067.92
1366547739	AARONSON	MICHAEL	DANVERS	MA	Gastroenterology	S	BACLOFEN	BACLOFEN	15	68	2400	433.9		#	44		1680	291.72
1366547739	AARONSON	MICHAEL	DANVERS	MA	Gastroenterology	S	BALSALAZIDE DISODIUM	BALSALAZIDE DISODIUM		28	1140	3424.17		#		#		
1366547739	AARONSON	MICHAEL	DANVERS	MA	Gastroenterology	S	BUDESONIDE EC	BUDESONIDE		18	637	20131.17		#		#		
1366547739	AARONSON	MICHAEL	DANVERS	MA	Gastroenterology	S	CARTIA XT	DILTIAZEM HCL		14	420	338.54	0		0		0	0
1366547739	AARONSON	MICHAEL	DANVERS	MA	Gastroenterology	S	CIMETIDINE	CIMETIDINE		11	330	251.46		*	11		330	251.46
1366547739	AARONSON	MICHAEL	DANVERS	MA	Gastroenterology	S	CITALOPRAM HBR	CITALOPRAM HYDROBROMIDE		53	1708	286.38		#		#		
1366547739	AARONSON	MICHAEL	DANVERS	MA	Gastroenterology	S	COLESTIPOL HCL	COLESTIPOL HCL		21	810	982.43		*		*		
1366547739	AARONSON	MICHAEL	DANVERS	MA	Gastroenterology	S	CREON	LIPASE/PROTEASE/AMYLASE		12	420	1869.12		*		*		
1366547739	AARONSON	MICHAEL	DANVERS	MA	Gastroenterology	S	DESIPRAMINE HCL	DESIPRAMINE HCL	13	64	2460	3746.69		#	51		1830	3195.71
